date,time,ng,nf,sg,sf,remarks
1,6:00,1,5,1,1,
2,3:25,0,0,0,0,
3,2:57,0,0,1,5,
4,3:40,0,0,2,8,
5,,,,,,R
6,2:48,0,0,1,18,
7,3:20,0,0,1,16,
8,,,,,,R
9,,,,,,C
10,,,,,,R-C
11,,,,,,C
12,3:23,0,0,1,4,
13,2:21,0,0,1,1,
14,2:30,1,2,0,0,
15,,,,,,R
16,2:50,1,2,0,0,
17,,,,,,R
18,,,,,,C
19,2:39,1,3,1,2,
20,2:13,1,5,0,0,
21,2:25,1,2,0,0,
22,,,,,,C
23,2:22,0,0,0,0,
24,3:10,0,0,0,0,
25,2:50,0,0,0,0,
26,3:40,0,0,0,0,
27,2:20,0,0,0,0,
28,1:54,0,0,0,0,
29,,,,,,C-R
30,2:30,0,0,1,4,
31,2:35,0,0,1,8,
