date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,C-R
3,2:35,0,0,2,4,
4,,,,,,C-R
5,,,,,,R
6,6:28,0,0,3,17,
7,0:30,0,0,3,28,
8,2:33,0,0,4,39,
9,2:28,1,2,3,45,
10,,,,,,C
11,2:30,2,21,3,19,
12,2:05,1,26,3,10,
13,2:02,1,34,2,6,
14,3:04,1,46,1,2,
15,3:07,1,40,1,2,
16,2:24,2,46,1,3,
17,3:18,1,31,1,11,
18,2:10,1,18,1,14,
19,2:43,2,11,1,24,
20,3:02,1,8,2,22,
21,,,,,,M
22,3:49,0,0,1,13,
23,,,,,,C
24,2:50,0,0,1,5,
25,3:08,0,0,1,2,
26,2:50,0,0,2,4,
27,,,,,,M
28,2:20,0,0,1,2,
29,,,,,,R
30,2:33,3,8,3,6,
