date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,14:45,2,10,4,69,
3,,,,,,C
4,14:30,4,25,5,75,
5,,,,,,C
6,,,,,,C
7,11:45,6,53,5,104,
8,10:00,6,63,3,90,
9,10:50,7,57,1,73,
10,12:15,8,60,1,39,
11,10:55,8,114,1,36,萬夫氏代理
12,11:05,7,73,1,12,
13,10:00,7,113,2,9,萬夫氏代理
14,11:15,7,103,1,15,
15,13:10,7,69,2,6,
16,13:35,8,99,4,7,
17,,,,,,M
18,15:00,7,93,3,3,
19,16:10,8,101,4,9,
20,14:25,7,97,4,5,
21,10:45,8,103,3,7,
22,,,,,,C
23,12:10,8,85,4,19,
24,,,,,,M
25,,,,,,C
26,,,,,,C
27,,,,,,M
28,,,,,,M
29,13:15,8,30,7,151,
30,10:00,8,27,8,148,
31,12:45,8,33,8,148,
