date,time,ng,nf,sg,sf,remarks
1,3:10,1,2,5,40,
2,2:40,1,3,4,25,
3,,,,,,C
4,,,,,,C
5,4:48,1,14,5,51,
6,4:05,1,12,5,58,
7,,,,,,R
8,5:10,1,5,4,60,
9,,,,,,C
10,,,,,,C-R
11,,,,,,M
12,0:28,1,2,4,41,
13,2:10,2,5,5,53,
14,2:52,2,7,5,58,
15,,,,,,R-C
16,3:01,3,11,4,66,
17,2:53,4,11,4,57,
18,2:32,2,6,4,39,
19,3:24,2,5,4,22,
20,3:58,3,7,3,12,
21,2:45,3,10,2,7,
22,3:52,3,7,1,2,
23,2:46,2,8,1,2,
24,2:24,4,9,1,2,
25,,,,,,C-R
26,,,,,,M
27,3:02,0,0,4,14,
28,,,,,,C
29,2:42,1,2,5,30,
30,5:01,1,1,5,28,
