date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,4:30,0,0,2,25,
3,3:10,0,0,2,24,
4,2:33,0,0,1,16,
5,2:16,0,0,2,28,
6,2:39,0,0,3,36,
7,2:04,0,0,4,31,
8,3:32,0,0,3,23,
9,3:57,0,0,5,31,
10,3:21,1,1,4,26,
11,,,,,,R-C
12,,,,,,C
13,2:57,1,9,2,20,
14,2:51,1,12,2,19,
15,2:51,1,9,2,10,
16,3:11,1,5,3,11,
17,3:40,1,2,5,16,
18,,,,,,R
19,4:35,1,7,4,40,
20,,,,,,C
21,3:40,1,14,2,26,
22,,,,,,S
23,3:20,1,29,4,32,
24,,,,,,M
25,,,,,,C
26,2:27,3,39,5,25,
27,0:53,3,38,5,19,
28,2:36,3,35,5,23,
29,4:09,2,29,5,16,
30,1:20,1,33,3,14,
31,2:50,1,25,3,23,
