date,time,ng,nf,sg,sf,remarks
1,5:43,3,16,3,22,
2,3:18,3,16,3,14,
3,4:36,3,27,4,19,
4,,,,,,C
5,3:40,4,9,3,13,
6,,,,,,C
7,3:20,2,4,4,11,
8,,,,,,M
9,2:52,1,3,2,3,
10,3:08,2,3,1,9,
11,,,,,,R
12,3:10,1,1,1,6,
13,3:11,0,0,1,1,
14,2:20,0,0,0,0,
15,,,,,,M
16,3:15,2,6,2,4,
17,,,,,,C
18,,,,,,C
19,,,,,,C
20,3:30,0,0,3,37,肉眼黒点＝1
21,3:20,0,0,4,44,肉眼黒点＝1
22,,,,,,R
23,3:20,0,0,7,50,肉眼黒点＝1
24,3:20,0,0,7,67,肉眼黒点＝1
25,3:24,0,0,7,84,
26,2:20,0,0,6,90,肉眼黒点＝1
27,3:13,0,0,5,92,肉眼黒点＝1
28,3:30,2,5,6,105,肉眼黒点＝1
29,1:46,1,5,3,113,肉眼黒点＝1
30,1:30,1,2,4,114,肉眼黒点＝1
31,3:20,2,9,4,86,肉眼黒点＝1
