date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,,,,,,C
4,,,,,,R
5,2:49,4,86,7,97,
6,2:40,4,54,7,58,
7,1:40,5,56,6,53,
8,2:46,4,56,7,44,
9,2:28,3,30,6,22,
10,1:41,4,30,3,8,
11,3:45,5,33,5,15,
12,,,,,,M
13,,,,,,M
14,,,,,,M
15,,,,,,R
16,3:10,5,28,2,5,
17,2:19,6,30,4,8,
18,5:04,2,6,2,17,
19,0:59,3,12,1,28,
20,3:09,3,21,1,27,
21,3:00,5,55,3,31,
22,,,,,,M
23,4:50,7,57,5,26,
24,5:20,6,90,9,33,
25,,,,,,M
26,,,,,,M
27,0:05,4,62,7,54,
28,,,,,,M
29,,,,,,M
30,2:50,4,15,6,31,
31,4:09,5,20,9,40,
