date,time,ng,nf,sg,sf,remarks
1,2:10,0,0,0,0,
2,,,,,,R
3,4:25,0,0,0,0,
4,4:18,0,0,0,0,
5,,,,,,C
6,,,,,,C-R
7,,,,,,R
8,,,,,,R-C
9,2:45,0,0,0,0,
10,2:37,0,0,0,0,
11,5:02,0,0,0,0,
12,3:12,0,0,0,0,
13,2:32,0,0,0,0,
14,4:09,0,0,0,0,
15,2:32,0,0,0,0,
16,2:10,0,0,0,0,
17,2:40,0,0,0,0,
18,2:28,0,0,0,0,
19,3:10,0,0,0,0,
20,3:40,0,0,0,0,
21,2:50,0,0,0,0,
22,2:39,0,0,0,0,
23,2:47,1,4,0,0,
24,,,,,,C
25,,,,,,C
26,,,,,,R
27,2:20,1,21,0,0,
28,2:36,1,19,0,0,
29,3:29,1,18,0,0,
30,3:18,1,10,0,0,
31,2:34,1,1,0,0,
