date,time,ng,nf,sg,sf,remarks
1,2:29,2,7,0,0,
2,2:58,2,9,0,0,
3,,,,,,R-C
4,2:40,1,2,1,2,
5,6:15,1,2,1,4,
6,,,,,,C
7,2:39,1,2,3,8,
8,2:30,1,2,3,9,
9,3:40,1,1,3,11,
10,,,,,,C
11,,,,,,R
12,2:44,0,0,5,12,
13,,,,,,R-C
14,3:15,2,13,1,3,
15,3:10,2,14,1,1,
16,,,,,,C
17,2:04,2,13,1,3,
18,3:29,2,12,1,2,
19,2:36,1,8,1,2,
20,4:52,1,7,0,0,
21,,,,,,C
22,2:10,3,12,1,7,
23,,,,,,C
24,3:06,2,14,1,15,
25,3:41,3,16,1,22,
26,2:46,1,4,1,36,
27,5:28,1,6,1,26,
28,3:11,1,5,1,30,
29,3:25,1,2,1,21,
30,2:37,1,1,1,11,
31,3:00,0,0,1,8,
