date,time,ng,nf,sg,sf,remarks
1,12:25,3,32,1,21,
2,,,,,,R
3,15:30,3,44,2,17,
4,13:30,4,39,2,16,
5,,,,,,M
6,10:55,4,31,3,23,
7,,,,,,R
8,11:10,3,15,3,24,
9,7:15,3,10,3,18,
10,7:15,2,2,3,17,
11,7:40,4,6,3,13,
12,,,,,,R
13,13:30,3,14,4,16,
14,,,,,,M
15,13:15,4,31,3,3,
16,12:00,4,31,3,8,
17,,,,,,R
18,10:55,3,24,3,20,
19,8:05,3,39,3,26,
20,12:10,3,41,3,27,
21,,,,,,C
22,13:10,3,35,4,25,
23,,,,,,R
24,12:45,2,38,4,21,
25,15:20,2,25,4,18,
26,,,,,,C
27,11:50,1,2,2,15,
28,13:40,4,11,3,24,
29,12:45,3,33,6,33,
30,,,,,,R
