date,time,ng,nf,sg,sf,remarks
1,2:10,0,0,0,0,
2,2:20,0,0,0,0,
3,2:50,0,0,0,0,
4,2:30,0,0,0,0,
5,3:05,0,0,0,0,
6,3:25,0,0,0,0,
7,,,,,,C
8,,,,,,C-S
9,3:10,0,0,0,0,
10,3:40,0,0,0,0,
11,2:50,0,0,0,0,
12,,,,,,C
13,2:10,0,0,0,0,
14,,,,,,M
15,4:00,0,0,0,0,
16,2:20,0,0,0,0,
17,1:55,0,0,0,0,
18,,,,,,C
19,2:20,0,0,0,0,
20,2:00,0,0,0,0,
21,2:20,0,0,0,0,
22,3:00,0,0,0,0,
23,3:45,0,0,0,0,
24,3:45,0,0,0,0,
25,,,,,,C
26,2:30,1,4,0,0,
27,,,,,,C
28,,,,,,C
29,7:19,0,0,1,2,
30,3:00,0,0,1,2,
31,2:30,0,0,0,0,
