date,time,ng,nf,sg,sf,remarks
1,12:45,4,20,4,29,
2,,,,,,M
3,12:50,3,11,5,35,
4,14:50,2,5,6,34,
5,,,,,,C
6,,,,,,C
7,11:55,2,3,3,16,
8,13:45,0,0,1,4,
9,12:05,1,2,1,5,
10,13:42,1,6,2,7,
11,12:26,3,11,0,0,
12,13:25,3,25,0,0,
13,10:32,5,31,1,6,
14,11:58,5,29,1,3,
15,12:45,5,43,2,8,
16,,,,,,M
17,,,,,,M
18,13:50,7,68,1,5,
19,12:15,7,59,1,7,
20,,,,,,C
21,13:15,6,55,1,7,
22,12:57,5,40,0,0,
23,12:50,4,34,1,4,
24,,,,,,M
25,13:02,5,38,3,27,
26,13:14,3,31,4,26,
27,12:45,3,43,4,23,
28,,,,,,C
29,,,,,,C
30,,,,,,R
