date,time,ng,nf,sg,sf,remarks
1,4:20,1,46,1,3,
2,,,,,,C
3,3:10,1,42,0,0,
4,2:51,1,40,1,3,
5,3:13,2,28,1,1,
6,1:30,3,20,0,0,
7,,,,,,R
8,,,,,,R
9,,,,,,C
10,5:32,3,22,2,10,
11,2:36,4,20,2,9,
12,1:12,4,40,1,3,
13,2:58,3,30,2,6,
14,1:59,3,18,1,3,
15,5:37,2,17,1,2,
16,2:37,2,16,1,2,
17,,,,,,C
18,1:56,2,16,0,0,
19,3:52,1,10,0,0,
20,1:16,1,5,0,0,
21,3:15,1,3,1,3,
22,,,,,,C
23,,,,,,C
24,3:02,2,5,1,36,
25,4:55,2,3,1,27,
26,,,,,,M
27,3:47,2,7,1,23,
28,2:06,2,8,1,28,
29,3:18,2,10,1,20,
30,,,,,,C
31,2:34,1,8,2,21,
