date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,C
3,,,,,,C
4,,,,,,C
5,,,,,,C
6,,,,,,M
7,13:00,0,0,0,0,T
8,,,,,,M
9,,,,,,R
10,13:30,3,32,1,1,
11,,,,,,M
12,14:00,3,40,2,9,
13,15:30,4,56,3,16,
14,15:30,5,45,2,9,
15,,,,,,M
16,14:05,7,50,2,12,
17,8:30,4,28,4,9,
18,13:00,4,22,2,2,
19,12:55,4,22,1,2,
20,,,,,,C
21,12:41,3,10,1,1,
22,12:45,1,3,1,1,
23,11:50,2,4,1,1,
24,,,,,,M
25,,,,,,M
26,12:45,1,22,1,3,
27,,,,,,M
28,15:15,1,22,0,0,
29,,,,,,M
30,13:05,2,36,1,4,
31,12:45,2,55,0,0,
