date,time,ng,nf,sg,sf,remarks
1,2:20,1,15,1,39,
2,6:10,1,16,2,41,
3,,,,,,C
4,2:40,1,22,2,38,
5,2:18,2,33,3,44,
6,,,,,,C
7,2:58,2,28,4,41,
8,,,,,,S
9,2:58,2,17,5,39,
10,2:19,1,8,5,44,
11,4:44,2,9,5,51,
12,2:50,3,8,4,53,
13,2:10,2,7,4,56,
14,,,,,,S
15,,,,,,S-C
16,3:34,0,0,3,49,
17,3:11,0,0,3,37,
18,3:07,0,0,6,43,
19,3:00,0,0,5,37,
20,3:10,1,2,5,40,
21,2:45,1,4,3,36,
22,2:16,1,4,3,44,
23,3:51,2,5,3,63,
24,2:26,2,8,3,53,
25,2:22,2,11,4,61,
26,2:57,3,9,6,51,
27,,,,,,R
28,5:40,1,6,10,49,
