date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,,,,,,C-R
3,13:10,4,26,0,0,
4,,,,,,R
5,12:55,4,20,0,0,
6,12:30,5,15,0,0,
7,12:50,3,9,0,0,
8,13:00,2,7,0,0,
9,,,,,,R
10,,,,,,R
11,,,,,,R
12,13:15,2,28,0,0,
13,13:20,2,32,0,0,
14,13:45,1,21,0,0,
15,13:00,3,19,0,0,
16,,,,,,M
17,13:15,3,20,1,1,
18,12:45,3,19,0,0,
19,,,,,,M
20,,,,,,C
21,13:30,3,12,0,0,
22,,,,,,C
23,17:05,3,14,1,13,
24,15:50,3,25,1,11,
25,13:15,3,,1,,M
26,12:55,5,35,2,11,
27,,,,,,M
28,,,,,,R
29,17:20,1,8,1,5,
30,12:45,1,13,1,4,
