date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,2:31,0,0,0,0,
3,3:22,0,0,0,0,
4,2:55,0,0,0,0,
5,2:26,1,2,1,1,
6,,,,,,R
7,2:49,0,0,0,0,
8,3:34,0,0,0,0,
9,4:10,0,0,0,0,
10,,,,,,C
11,2:13,0,0,0,0,
12,,,,,,R
13,2:13,1,3,0,0,
14,2:30,1,1,1,1,
15,2:25,0,0,2,3,
16,,,,,,M
17,3:20,0,0,2,5,
18,,,,,,M
19,2:45,0,0,1,16,
20,2:44,0,0,1,23,
21,2:00,0,0,1,28,
22,,,,,,M
23,2:50,1,2,1,9,
24,2:51,1,1,2,6,
25,2:50,1,1,1,3,
26,,,,,,M
27,3:07,0,0,0,0,
28,4:30,0,0,1,3,
29,3:00,0,0,2,13,
30,5:50,0,0,2,15,
31,3:30,0,0,2,19,
