date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,R
3,,,,,,R
4,2:11,6,41,2,32,
5,2:38,5,31,3,39,
6,,,,,,C
7,2:45,4,14,3,21,
8,,,,,,C
9,3:09,5,22,3,9,
10,4:15,4,18,2,7,
11,5:37,5,19,3,9,
12,3:59,4,7,1,4,
13,2:50,3,8,2,8,
14,5:02,4,13,1,7,
15,4:22,2,7,1,7,
16,,,,,,C
17,3:05,2,9,3,11,
18,2:15,3,13,3,11,
19,2:22,2,7,4,33,
20,3:42,4,12,4,24,
21,,,,,,M
22,,,,,,C
23,4:06,3,24,2,26,
24,2:32,3,16,2,12,
25,2:55,2,14,4,16,
26,5:55,1,11,4,23,
27,5:28,2,7,4,26,
28,5:46,1,8,4,33,
29,4:48,2,8,5,28,
30,3:07,2,9,4,27,
31,3:35,2,8,4,25,
