date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,R
3,12:00,2,5,4,9,89
4,,,,,,R
5,14:30,2,10,4,44,115 不確実?
6,,,,,,C
7,,,,,,R
8,8:50,3,46,3,20,115
9,10:55,2,36,2,12,103
10,12:05,4,48,3,8,91
11,12:45,2,43,4,12,87
12,12:15,3,27,2,11,81
13,,,,,,M
14,,,,,,M
15,,,,,,M
16,,,,,,C
17,,,,,,M
18,,,,,,R
19,,,,,,R
20,,,,,,M
21,,,,,,C
22,,,,,,M
23,15:05,7,71,6,27,135
24,14:00,4,69,7,28,143
25,,,,,,M
26,13:15,5,53,3,22,126
27,,,,,,M
28,,,,,,M
29,14:10,7,61,3,24,129
30,12:15,6,39,3,25,131
31,10:20,8,39,3,16,141
