date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:00,2,8,2,9,
3,2:20,4,14,2,22,
4,,,,,,C
5,,,,,,C
6,2:57,5,57,2,19,
7,3:40,4,65,2,14,
8,,,,,,M
9,4:20,2,66,2,3,
10,3:40,2,54,5,29,
11,4:50,2,32,6,37,
12,,,,,,M
13,2:48,2,9,4,56,
14,3:17,2,4,4,66,
15,4:20,1,8,4,61,
16,3:17,1,17,4,57,
17,,,,,,C
18,,,,,,C
19,4:10,4,15,3,36,
20,3:50,3,10,4,35,
21,3:42,4,28,7,22,
22,2:45,5,41,3,18,
23,,,,,,
24,3:01,6,74,4,25,C
25,,,,,,
26,4:36,11,100,6,83,C
27,5:00,7,114,9,71,
28,,,,,,M
29,,,,,,R
30,1:40,7,126,9,86,
31,,,,,,S
