date,time,ng,nf,sg,sf,remarks
1,12:05,4,11,2,6,
2,,,,,,R
3,,,,,,C
4,13:15,4,14,3,25,
5,,,,,,C
6,,,,,,C
7,14:55,2,6,2,5,
8,,,,,,R
9,,,,,,R
10,,,,,,R
11,12:50,4,26,0,0,
12,11:50,4,16,2,4,
13,,,,,,C
14,13:00,2,13,3,12,
15,13:05,3,15,3,31,
16,14:05,2,6,4,44,
17,,,,,,C
18,12:10,3,7,5,36,
19,12:15,2,3,5,25,
20,12:25,0,0,4,18,
21,15:15,2,3,3,12,
22,12:15,1,7,5,28,
23,12:35,2,22,3,13,
24,13:10,4,35,4,14,
25,12:20,3,61,4,12,
26,12:50,4,73,2,4,
27,12:20,5,87,1,2,
28,,,,,,M
29,11:55,5,99,1,2,
30,12:05,5,119,1,4,
31,12:20,5,114,1,2,
