date,time,ng,nf,sg,sf,remarks
1,5:01,5,14,2,6,
2,3:20,4,11,3,13,
3,2:50,4,13,2,12,
4,5:41,3,9,2,10,
5,3:50,2,7,3,7,
6,5:48,2,4,2,8,
7,3:49,2,5,1,7,
8,3:20,2,4,1,7,
9,3:32,1,2,3,11,
10,5:43,1,2,3,5,
11,4:31,1,1,4,16,
12,3:36,0,0,4,26,
13,3:08,0,0,3,34,
14,3:01,0,0,4,34,
15,4:43,1,4,5,31,
16,3:48,0,0,6,24,
17,3:05,0,0,5,22,
18,2:56,1,1,4,18,
19,,,,,,M
20,,,,,,M
21,,,,,,M
22,3:42,4,16,4,21,
23,,,,,,C-R
24,,,,,,C
25,,,,,,C
26,5:30,1,2,2,4,
27,2:20,2,5,2,7,
28,2:13,2,6,1,8,
29,3:32,2,11,1,8,
30,3:48,2,13,1,10,
31,2:50,2,12,1,9,
