date,time,ng,nf,sg,sf,remarks
1,4:50,3,15,6,76,
2,3:28,3,20,3,78,
3,3:47,4,15,4,81,
4,7:19,4,8,5,96,
5,2:45,4,7,3,78,
6,2:36,4,8,3,57,
7,,,,,,C
8,,,,,,R
9,3:19,3,8,0,0,
10,3:42,2,6,0,0,
11,,,,,,C-R
12,3:44,2,5,1,5,
13,4:30,2,6,1,5,
14,,,,,,C
15,,,,,,R
16,4:00,3,23,2,10,
17,4:10,2,4,3,17,
18,,,,,,M
19,,,,,,C
20,,,,,,C-R
21,2:47,0,0,4,40,
22,3:50,0,0,7,39,
23,2:40,3,5,5,18,
24,,,,,,M
25,3:50,0,0,3,24,
26,,,,,,C
27,,,,,,C
28,2:05,1,2,3,44,
29,,,,,,M
30,3:20,1,2,2,44,
31,,,,,,R
