date,time,ng,nf,sg,sf,remarks
1,0:24,0,0,0,0,0
2,0:02,0,0,0,0,0
3,5:58,0,0,0,0,0
4,0:24,0,0,0,0,0
5,2:29,0,0,0,0,0
6,1:43,0,0,0,0,0
7,1:53,0,0,0,0,0
8,3:03,2,7,0,0,20
9,1:52,2,12,0,0,25
10,1:33,1,19,0,0,16
11,,,,,,M
12,2:00,1,18,0,0,16
13,1:36,1,14,0,0,12
14,1:38,1,7,1,4,34
15,2:21,2,8,1,16,34
16,1:29,2,4,1,7,39
17,3:14,2,4,2,8,34
18,2:43,1,2,2,6,18
19,1:56,1,2,1,2,16
20,0:54,1,3,0,0,8
21,1:31,1,4,0,0,9
22,,,,,,C
23,5:24,1,4,0,0,9
24,,,,,,C
25,6:14,1,2,1,7,20
26,4:30,1,2,1,11,25
27,0:33,0,0,1,11,16
28,0:41,0,0,1,14,16
29,0:23,0,0,1,9,19
30,2:53,0,0,1,17,19
31,0:43,0,0,1,16,11
