date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,3:52,7,39,6,72,
3,-20,3,32,6,71,
4,4:42,2,29,6,65,
5,4:16,2,15,7,52,
6,3:51,2,15,7,77,
7,5:02,0,0,6,69,
8,,,,,,C
9,,,,,,M
10,2:44,2,21,6,38,
11,1:45,1,19,6,39,
12,4:14,3,21,7,58,
13,,,,,,C
14,,,,,,R
15,,,,,,C-R
16,2:50,4,22,6,25,
17,2:15,3,27,4,23,
18,,,,,,R
19,6:36,4,46,1,3,
20,3:53,3,36,3,12,
21,2:10,4,31,4,14,
22,2:24,5,27,6,25,
23,0:08,4,27,5,37,
24,,,,,,C
25,,,,,,C
26,,,,,,R
27,5:00,2,7,3,43,
28,3:53,2,5,6,67,naked eye=1b
29,,,,,,M
30,,,,,,C
