date,time,ng,nf,sg,sf,remarks
1,11:00,3,6,0,0,
2,,,,,,
3,,,,,,R
4,,,,,,M
5,13:10,0,0,0,0,
6,10:30,0,0,0,0,
7,,,,,,S
8,,,,,,M
9,15:48,0,0,0,0,
10,7:48,0,0,0,0,
11,7:50,0,0,0,0,
12,7:56,1,6,1,3,p40°新列群
13,11:10,1,5,1,2,
14,11:20,2,9,0,0,
15,10:04,2,18,0,0,
16,,,,,,
17,,,,,,
18,13:00,1,4,0,0,
19,7:55,1,2,0,0,
20,,,,,,
21,7:53,1,2,0,0,
22,13:20,2,15,1,1,
23,10:14,2,14,0,0,
24,8:40,2,12,0,0,
25,,,,,,S
26,,,,,,M
27,,,,,,C
28,15:25,1,2,1,7,
29,9:00,0,0,1,9,
30,11:40,0,0,1,2,
31,14:43,0,0,1,2,
