date,time,ng,nf,sg,sf,remarks
1,2:30,1,6,0,0,
2,2:10,1,7,0,0,
3,0:56,1,7,0,0,
4,,,,,,R
5,3:53,1,6,0,0,
6,1:39,1,3,0,0,
7,3:31,1,3,0,0,
8,2:58,1,2,0,0,
9,2:34,0,0,0,0,
10,2:14,0,0,0,0,
11,2:33,0,0,0,0,
12,3:40,0,0,0,0,
13,3:00,0,0,0,0,
14,1:40,0,0,0,0,
15,0:50,0,0,0,0,
16,2:02,1,2,0,0,
17,2:01,0,0,0,0,
18,2:51,0,0,0,0,
19,2:23,0,0,0,0,
20,m2:04,0,0,0,0,
21,1:29,0,0,0,0,
22,,,,,,M
23,0:19,0,0,1,3,
24,3:03,1,2,1,2,
25,2:39,1,2,0,0,
26,4:56,1,2,0,0,
27,1:13,1,2,0,0,
28,2:38,1,4,0,0,
29,2:19,1,3,0,0,
30,3:07,1,2,0,0,
31,2:49,1,2,0,0,
