date,time,ng,nf,sg,sf,remarks
1,0:46,0,0,1,23,
2,1:18,2,6,1,26,
3,2:29,3,24,1,19,
4,,,,,,C
5,4:57,4,41,0,0,
6,2:13,3,34,1,3,
7,3:30,3,34,2,6,
8,,,,,,C
9,4:50,4,40,1,7,
10,3:30,4,42,3,20,
11,,,,,,M
12,3:12,4,39,5,23,
13,3:40,4,31,3,12,
14,3:32,4,34,3,10,
15,,,,,,C
16,4:45,2,28,4,11,
17,,,,,,M
18,2:39,1,16,4,20,
19,,,,,,C
20,3:34,0,0,3,5,
21,2:50,1,1,2,3,
22,0:19,1,1,2,2,
23,,,,,,M
24,4:16,0,0,2,4,
25,0:51,0,0,2,2,
26,,,,,,C
27,3:07,0,0,1,2,
28,3:14,0,0,2,5,
29,0:40,0,0,0,0,
30,2:01,0,0,0,0,
31,2:14,0,0,1,6,
