date,time,ng,nf,sg,sf,remarks
1,14:10,0,0,1,7,
2,8:00,0,0,1,3,
3,8:30,1,3,1,1,
4,8:30,1,3,1,3,
5,,,,,,M
6,7:55,1,9,1,2,
7,8:40,2,13,1,1,
8,11:05,2,8,2,3,
9,7:55,2,5,0,0,
10,,,,,,M
11,8:05,2,7,0,0,
12,8:20,2,11,0,0,
13,7:50,2,10,0,0,
14,8:20,2,9,0,0,
15,8:00,1,5,0,0,
16,9:24,1,4,0,0,
17,7:45,1,5,0,0,
18,8:05,1,2,0,0,
19,9:10,1,2,0,0,
20,7:55,0,0,0,0,
21,7:45,0,0,1,1,
22,7:45,0,0,1,1,
23,7:50,0,0,1,1,
24,7:55,1,10,1,1,
25,7:55,1,7,1,1,
26,12:10,1,5,0,0,
27,8:05,1,1,1,3,
28,7:40,1,1,1,3,
29,,,,,,R
30,7:50,1,1,1,1,
31,8:00,1,2,1,1,
