date,time,ng,nf,sg,sf,remarks
1,5:50,0,0,4,41,
2,1:04,0,0,5,46,
3,3:00,0,0,4,65,
4,4:19,0,0,3,59,
5,3:25,0,0,3,71,
6,,,,,,M
7,4:00,0,0,4,81,
8,,,,,,C
9,1:04,0,0,4,93,
10,0:00,1,3,3,91,
11,1:06,0,0,3,66,
12,,,,,,C
13,,,,,,C-R
14,1:33,3,7,4,37,
15,3:20,3,9,5,19,
16,,,,,,C
17,4:20,2,18,3,21,
18,,,,,,C
19,3:25,5,27,3,28,
20,,,,,,C-R
21,3:46,5,48,3,20,
22,3:29,4,53,4,22,
23,1:30,5,62,3,26,
24,,,,,,C
25,3:45,6,45,3,14,
26,0:01,5,37,5,10,
27,,,,,,C
28,3:37,3,24,3,20,
29,4:17,2,14,2,25,
30,2:56,2,10,3,23,
