date,time,ng,nf,sg,sf,remarks
1,5:20,3,31,5,60,
2,,,,,,R
3,3:10,4,28,4,57,
4,,,,,,C
5,,,,,,S-R
6,2:38,4,12,3,27,
7,3:42,3,10,3,12,
8,,,,,,R
9,3:00,3,16,3,10,
10,3:40,2,16,3,7,
11,3:54,2,12,1,5,
12,,,,,,R
13,5:25,2,17,2,5,
14,5:30,2,6,2,6,
15,,,,,,R
16,2:57,0,0,2,6,
17,3:46,0,0,2,4,
18,2:14,1,3,2,9,
19,,,,,,C
20,,,,,,R
21,3:20,3,26,2,17,
22,3:42,3,31,4,30,
23,,,,,,R-C
24,,,,,,R
25,,,,,,R
26,3:40,6,51,3,16,
27,2:46,4,31,6,47,
28,3:32,3,22,7,70,
29,3:14,2,20,6,85,
30,,,,,,
