date,time,ng,nf,sg,sf,remarks
1,1:33,8,44,6,44,
2,,,,,,C
3,,,,,,C
4,1:59,7,35,4,8,
5,4:39,4,21,4,12,
6,4:43,5,18,1,10,
7,3:11,4,15,3,14,
8,2:16,5,23,4,38,
9,1:57,7,26,3,44,
10,4:49,6,35,3,47,
11,5:08,4,38,2,34,
12,3:42,4,20,4,28,
13,4:32,5,30,5,20,
14,,,,,,M
15,2:49,3,26,3,14,
16,,,,,,M
17,3:37,3,24,2,13,
18,,,,,,C
19,,,,,,C
20,,,,,,M
21,1:33,4,20,4,19,
22,4:14,4,21,5,22,
23,0:56,5,21,5,27,
24,,,,,,C
25,2:15,4,15,6,38,
26,,,,,,C
27,1:24,4,20,6,44,
28,1:30,3,23,8,50,
29,1:36,5,26,7,62,
30,1:16,5,26,9,66,
31,1:39,4,29,6,44,
