date,time,ng,nf,sg,sf,remarks
1,1:52,3,13,6,73,
2,-26,3,8,4,71,
3,3:44,4,6,6,65,
4,2:35,4,9,6,64,
5,0:13,6,22,5,57,
6,0:08,5,24,7,53,
7,,,,,,C
8,,,,,,R
9,,,,,,R
10,,,,,,C
11,3:24,7,39,7,53,
12,4:31,7,64,4,54,
13,3:42,7,54,5,37,
14,5:20,7,51,4,32,
15,,,,,,C
16,3:52,5,46,4,17,
17,,,,,,C
18,3:24,4,39,7,31,
19,0:17,4,44,6,48,
20,,,,,,C
21,,,,,,C
22,,,,,,M
23,2:11,5,24,11,103,
24,0:24,5,28,9,130,
25,1:33,5,20,9,96,
26,,,,,,C
27,3:47,3,12,8,46,
28,0:14,5,30,10,51,
29,,,,,,R
30,2:04,3,16,3,26,
