date,time,ng,nf,sg,sf,remarks
1,2:20,3,50,6,61,
2,,,,,,R
3,2:41,5,59,7,50,
4,0:01,4,44,5,35,
5,4:30,6,41,4,20,
6,,,,,,C
7,2:27,4,12,1,7,
8,,,,,,C
9,,,,,,C
10,3:28,5,44,2,4,
11,,,,,,C
12,3:49,4,33,4,8,
13,3:44,4,42,3,10,
14,3:59,4,39,2,4,
15,3:33,4,31,3,8,
16,,,,,,C
17,3:49,3,4,3,13,
18,3:32,2,3,1,12,
19,,,,,,R
20,2:21,3,7,4,27,
21,3:45,4,12,4,39,
22,2:06,4,20,4,48,
23,0:07,6,30,5,47,
24,,,,,,M
25,2:36,5,45,3,55,
26,1:29,5,37,2,73,
27,0:00,6,31,3,78,
28,0:27,4,22,4,54,
29,1:06,5,28,2,38,
30,3:42,4,29,4,33,
31,3:19,3,24,3,15,
