date,time,ng,nf,sg,sf,remarks
1,2:09,7,67,1,15,
2,3:01,8,89,1,8,
3,,,,,,C
4,3:50,8,61,1,5,
5,,,,,,M
6,,,,,,M
7,,,,,,M
8,,,,,,
9,3:33,5,20,4,76,
10,3:19,5,18,5,83,
11,2:34,4,11,6,63,
12,2:56,3,6,4,71,
13,2:44,3,6,4,74,
14,2:05,2,3,4,74,
15,3:43,2,4,4,70,
16,3:25,2,5,4,59,
17,2:46,1,4,2,46,
18,2:11,2,28,2,33,
19,2:14,2,28,2,20,
20,3:29,3,25,2,7,
21,2:31,4,36,2,3,
22,2:38,3,26,0,0,
23,2:58,4,30,0,0,
24,2:34,5,33,0,0,
25,1:33,5,38,1,9,
26,2:16,5,57,2,16,
27,2:09,7,81,2,17,
28,2:54,6,118,2,26,
29,2:47,5,114,1,21,
30,3:46,5,116,2,20,
31,4:10,5,83,1,9,
