date,time,ng,nf,sg,sf,remarks
1,2:27,0,0,1,7,
2,2:08,0,0,1,5,
3,2:50,0,0,1,3,
4,,,,,,M
5,,,,,,M
6,,,,,,S
7,2:47,1,2,1,12,
8,1:30,1,3,1,15,
9,,,,,,C-R
10,,,,,,C
11,,,,,,C
12,4:19,0,0,1,2,
13,,,,,,S
14,1:55,0,0,2,4,
15,2:43,0,0,3,11,
16,4:05,0,0,2,25,
17,3:03,0,0,3,11,
18,0:48,1,2,2,8,
19,1:29,1,3,3,7,
20,1:09,1,1,2,6,
21,2:24,0,0,1,2,
22,2:24,0,0,1,2,
23,0:30,0,0,2,4,
24,3:09,0,0,1,2,
25,2:15,0,0,3,6,
26,1:51,1,4,2,14,
27,0:08,0,0,1,16,
28,2:10,0,0,1,27,
29,1:09,0,0,1,23,
30,3:52,0,0,2,17,
31,2:46,0,0,2,18,
