date,time,ng,nf,sg,sf,remarks
1,4:07,3,48,2,22,
2,1:37,5,60,4,44,
3,,,,,,M
4,,,,,,R
5,,,,,,R
6,2:14,4,39,6,73,
7,0:58,4,40,4,92,
8,0:32,4,38,4,79,
9,0:41,5,32,2,50,
10,5:22,4,21,2,29,
11,,,,,,C
12,,,,,,C-R
13,4:00,7,44,0,0,
14,,,,,,R-C
15,2:54,7,52,2,14,
16,5:19,8,61,4,20,
17,0:17,7,74,3,21,
18,0:06,9,59,3,25,
19,0:05,7,62,4,21,
20,0:07,7,80,4,28,
21,,,,,,C
22,1:03,8,88,2,32,
23,,,,,,C
24,,,,,,M
25,0:12,8,47,7,44,
26,5:27,6,24,7,34,
27,5:30,5,20,6,14,
28,,,,,,R
29,3:21,5,24,4,11,
30,3:46,4,24,4,21,
