date,time,ng,nf,sg,sf,remarks
1,2:27,0,0,2,6,
2,5:00,0,0,2,10,
3,,,,,,R
4,4:20,0,0,2,11,
5,2:50,0,0,2,14,
6,2:40,0,0,3,32,
7,,,,,,R
8,,,,,,M
9,1:19,2,4,3,57,naked eye=1c
10,,,,,,C-R
11,,,,,,M
12,3:00,1,8,2,17,
13,,,,,,R
14,0:10,1,3,0,0,
15,0:50,1,1,0,0,
16,2:40,0,0,1,2,
17,3:08,0,0,1,3,
18,3:04,0,0,1,4,
19,0:05,0,0,1,4,
20,2:43,0,0,1,3,
21,4:20,0,0,1,2,
22,3:55,0,0,1,2,
23,1:06,0,0,2,3,
24,2:33,0,0,1,1,
25,2:57,0,0,1,1,
26,2:41,0,0,0,0,
27,2:46,1,4,0,0,
28,3:15,2,5,2,4,
29,3:16,2,6,3,10,
30,2:30,2,12,3,5,
31,2:08,2,15,1,5,
