date,time,ng,nf,sg,sf,remarks
1,3:49,3,11,6,138,
2,3:00,3,12,7,92,
3,2:46,2,10,7,85,
4,2:29,3,20,7,55,
5,4:17,3,18,5,38,
6,3:33,4,36,4,21,
7,,,,,,M
8,,,,,,M
9,,,,,,M
10,2:30,5,42,2,13,
11,2:50,6,47,2,11,
12,3:37,4,38,4,44,
13,4:46,5,63,5,54,
14,4:49,8,86,8,67,
15,,,,,,M
16,,,,,,M
17,3:02,7,82,5,115,
18,,,,,,C-R
19,,,,,,R
20,3:32,4,28,6,104,
21,3:00,3,18,8,94,
22,2:58,2,12,8,94,
23,,,,,,C-R
24,3:56,1,2,8,95,
25,2:36,0,0,9,72,
26,3:27,1,5,7,54,
27,2:38,0,0,6,43,
28,1:00,0,0,7,52,
29,,,,,,M
30,,,,,,M
31,3:02,1,36,7,61,
