date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,0:15,0,0,0,0,
3,,,,,,R
4,0:12,0,0,0,0,
5,,,,,,M
6,-54,0,0,0,0,
7,0:01,0,0,0,0,
8,0:07,0,0,1,3,
9,3:19,0,0,1,5,
10,2:55,0,0,1,3,
11,m2:30,0,0,0,0,
12,,,,,,M
13,1:40,0,0,0,0,
14,3:11,0,0,0,0,
15,,,,,,C
16,1:56,1,3,0,0,
17,1:51,0,0,1,8,
18,,,,,,M
19,,,,,,R
20,4:30,0,0,2,11,
21,0:52,1,4,3,18,
22,,,,,,M
23,0:09,2,5,5,51,
24,3:13,1,6,4,54,
25,0:29,1,10,4,55,
26,,,,,,M
27,,,,,,M
28,0:54,1,17,4,18,
29,1:02,1,19,2,9,
30,,,,,,M
31,1:00,2,15,2,9,
