date,time,ng,nf,sg,sf,remarks
1,3:16,0,0,3,34,41
2,,,,,,C
3,,,,,,M
4,,,,,,S
5,3:12,0,0,0,0,0
6,3:10,0,0,0,0,0
7,3:10,0,0,0,0,0
8,3:12,1,2,0,0,7
9,3:54,1,2,0,0,8
10,3:10,1,2,0,0,16
11,3:14,1,2,0,0,9
12,3:12,1,2,0,0,9
13,3:12,1,2,0,0,8
14,3:13,1,2,0,0,8
15,3:16,1,2,0,0,17
16,3:00,2,4,0,0,26
17,3:16,2,3,1,5,40
18,3:17,2,3,1,7,47
19,3:16,1,2,2,17,41
20,3:18,1,2,2,33,49
21,,,,,,M
22,,,,,,M
23,,,,,,M 肉眼黒点=1
24,3:30,1,2,3,31,肉眼黒点=512
25,3:14,1,2,3,31,60
26,3:16,1,1,3,20,68
27,3:14,1,1,1,3,26
28,,,,,,C
29,3:13,0,0,0,0,0
30,3:30,0,0,0,0,0
31,3:40,0,0,0,0,0
