date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,C
3,2:23,5,27,1,15,
4,3:44,5,25,1,9,
5,,,,,,C
6,3:40,4,28,1,2,
7,6:10,4,38,0,0,
8,3:30,5,45,4,9,
9,,,,,,M
10,3:10,6,62,3,21,
11,2:09,6,55,3,21,
12,3:10,5,40,4,16,
13,5:10,4,22,5,26,
14,4:20,4,17,6,32,
15,5:10,2,4,6,52,
16,4:16,2,4,6,70,
17,,,,,,R-C
18,,,,,,C
19,,,,,,C
20,2:51,2,40,3,56,
21,2:11,5,57,3,68,
22,2:06,3,73,4,56,
23,2:30,3,70,4,38,
24,4:35,4,61,4,24,
25,3:09,6,78,3,15,
26,4:43,3,75,2,7,
27,4:10,3,70,1,3,
28,,,,,,M
29,2:17,3,33,4,13,
30,1:37,3,22,2,5,
31,3:24,3,22,1,10,
