date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,8:30,5,40,7,54,
3,14:45,5,43,5,45,
4,,,,,,M
5,9:00,6,45,6,63,
6,8:05,6,57,7,61,
7,,,,,,C
8,,,,,,C
9,,,,,,M
10,,,,,,R
11,11:20,4,11,6,27,
12,,,,,,R
13,14:00,3,7,5,24,
14,,,,,,M
15,12:00,5,,4,,M
16,,,,,,C
17,12:00,6,36,6,39,
18,,,,,,M
19,12:30,6,52,9,46,
20,,,,,,M
21,12:30,7,60,6,41,
22,,,,,,M
23,,,,,,M
24,11:30,6,68,5,33,
25,8:00,6,146,5,31,
26,,,,,,R
27,,,,,,C
28,13:00,5,72,5,13,
29,12:00,5,51,5,23,
30,12:00,5,31,4,22,
31,12:30,4,41,4,28,
