date,time,ng,nf,sg,sf,remarks
1,4:13,4,14,1,3,
2,5:20,2,13,0,0,
3,2:44,3,24,0,0,
4,3:37,4,44,2,16,
5,2:58,3,54,3,18,
6,2:32,4,78,3,21,
7,,,,,,C
8,1:01,5,62,2,6,
9,5:02,4,59,3,7,
10,3:07,4,37,2,8,
11,3:29,4,19,2,15,
12,2:12,3,18,2,23,
13,2:16,3,26,3,33,
14,2:36,5,25,3,33,
15,2:36,5,17,3,44,
16,3:00,4,10,3,39,
17,,,,,,R
18,3:24,2,7,3,30,
19,4:39,2,2,3,18,
20,3:30,0,0,3,31,
21,4:40,0,0,2,27,
22,2:30,0,0,3,30,
23,2:54,0,0,4,13,
24,2:31,2,4,4,23,
25,2:50,2,7,4,50,
26,2:01,4,29,4,50,
27,,,,,,M
28,2:02,5,52,3,46,
29,2:30,6,63,2,35,
30,,,,,,M
