date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,M
3,3:00,4,33,1,14,
4,3:47,3,45,1,10,
5,,,,,,C-R
6,,,,,,C-R
7,4:41,6,53,3,16,
8,4:20,4,70,2,16,
9,3:20,4,58,3,16,
10,,,,,,M
11,,,,,,R
12,2:28,4,28,5,25,
13,3:11,4,18,5,18,
14,2:57,6,32,5,11,
15,3:15,7,32,2,8,
16,3:45,7,26,3,13,
17,4:10,5,17,2,7,
18,,,,,,C
19,,,,,,R
20,5:00,3,6,3,22,
21,2:48,4,20,3,20,
22,3:23,7,34,3,18,
23,,,,,,M
24,3:42,5,31,2,6,
25,6:14,6,35,2,5,
26,2:50,6,34,2,4,
27,,,,,,M
28,,,,,,C
29,,,,,,M
30,2:39,6,37,2,6,
