date,time,ng,nf,sg,sf,remarks
1,5:03,2,26,1,5,44
2,,,,,,C
3,3:26,2,11,2,7,43
4,0:02,2,15,3,15,49
5,,,,,,M
6,2:06,2,10,1,19,33
7,,,,,,C
8,2:26,1,5,2,19,38
9,2:43,0,0,2,21,33
10,,,,,,R
11,4:23,0,0,2,17,27
12,2:54,0,0,2,10,22
13,0:19,0,0,2,7,20
14,0:10,1,2,2,5,25
15,,,,,,C
16,1:54,0,0,1,3,8
17,,,,,,R
18,,,,,,R
19,0:58,1,1,3,4,36
20,4:20,1,2,1,4,21
21,2:49,1,2,1,15,26
22,3:34,1,2,1,12,40
23,4:08,2,4,1,23,57
24,,,,,,R
25,,,,,,R
26,2:23,2,30,1,31,
27,5:18,2,47,1,24,
28,1:22,2,44,1,16,
29,1:08,1,44,1,12,C
30,,,,,,
