date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:37,0,0,0,0,
3,4:10,0,0,0,0,
4,,,,,,C
5,6:30,0,0,0,0,
6,3:50,1,2,0,0,
7,,,,,,C
8,,,,,,C
9,6:20,0,0,1,10,
10,2:53,0,0,1,11,
11,4:10,0,0,1,18,
12,4:00,0,0,1,13,
13,3:24,0,0,1,17,
14,1:20,0,0,1,14,
15,2:36,0,0,2,9,
16,0:47,0,0,1,5,
17,-8,0,0,1,2,
18,,,,,,M
19,1:33,0,0,0,0,
20,,,,,,C
21,,,,,,C-R
22,7:30,0,0,0,0,
23,4:34,0,0,0,0,
24,3:35,0,0,0,0,
25,2:19,0,0,0,0,
26,3:20,0,0,0,0,
27,,,,,,C
28,6:20,0,0,0,0,
29,4:20,0,0,0,0,
30,2:38,0,0,0,0,
31,3:52,0,0,0,0,
