date,time,ng,nf,sg,sf,remarks
1,1:32,0,0,0,0,10
2,,,,,,M
3,,,,,,R
4,4:12,1,5,0,0,14
5,7:43,1,8,0,0,17 肉眼黒点=
6,6:58,1,5,0,0,15 肉眼黒点=
7,4:20,1,10,0,0,26 肉眼黒点=
8,3:19,1,13,0,0,30 肉眼黒点=
9,,,,,,R
10,,,,,,M
11,4:08,2,17,0,0,22
12,2:42,2,11,0,0,29
13,1:18,2,10,0,0,27
14,1:02,2,10,0,0,16
15,5:58,0,0,1,2,8
16,1:41,0,0,1,7,15
17,1:12,0,0,1,17,19
18,2:42,0,0,1,28,23
19,1:52,0,0,2,21,25
20,2:02,0,0,2,12,19
21,1:04,0,0,2,5,17
22,0:50,0,0,1,4,8
23,2:44,0,0,1,5,9
24,,,,,,M
25,0:33,0,0,1,5,9
26,,,,,,R
27,0:33,0,0,1,2,7
28,0:02,0,0,0,0,8
29,0:18,1,2,0,0,9
30,,,,,,R
31,0:04,1,2,0,0,9
