date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,7:00,8,66,1,6,
3,,,,,,C
4,5:20,5,76,0,0,
5,4:30,3,67,0,0,
6,6:39,3,61,1,1,
7,,,,,,Remarks
8,5:31,2,53,4,26,
9,,,,,,M
10,,,,,,C-R
11,,,,,,C-R
12,2:20,1,4,4,33,
13,,,,,,C-R
14,,,,,,C-R
15,7:02,5,44,4,25,
16,2:53,5,45,4,20,
17,3:16,4,54,4,26,
18,,,,,,C
19,,,,,,C
20,5:30,4,51,6,77,
21,6:12,4,60,6,77,
22,3:47,3,38,5,82,
23,,,,,,R
24,2:50,3,16,4,25,
25,1:56,3,6,2,10,
26,3:56,2,4,1,3,
27,5:30,2,4,1,3,
28,5:00,3,14,2,11,
29,,,,,,C
30,6:57,2,12,1,18,
31,2:30,2,8,2,18,
