date,time,ng,nf,sg,sf,remarks
1,6:45,0,0,0,0,
2,11:50,0,0,0,0,
3,,,,,,R
4,8:20,0,0,0,0,
5,6:20,0,0,0,0,
6,,,,,,C
7,15:20,0,0,0,0,
8,7:20,0,0,0,0,
9,,,,,,R
10,8:55,0,0,0,0,
11,6:35,0,0,0,0,
12,12:10,0,0,0,0,
13,7:25,0,0,0,0,
14,,,,,,R
15,9:00,0,0,0,0,
16,,,,,,C
17,15:30,0,0,0,0,不確実
18,6:10,0,0,0,0,
19,,,,,,C
20,6:55,0,0,0,0,
21,,,,,,C
22,,,,,,R
23,12:30,0,0,0,0,
24,6:55,0,0,0,0,
25,13:45,0,0,0,0,
26,12:35,0,0,0,0,
27,6:35,0,0,0,0,
28,7:40,0,0,0,0,
29,6:40,0,0,0,0,
30,6:30,0,0,0,0,
31,,,,,,R
