date,time,ng,nf,sg,sf,remarks
1,2:30,0,0,1,22,26 肉眼黒点=1
2,4:33,0,0,1,20,25 肉眼黒点=1
3,,,,,,C
4,3:02,0,0,1,10,13
5,2:43,0,0,1,7,12
6,1:00,0,0,1,5,9
7,0:10,0,0,0,0,0
8,6:09,0,0,0,0,0
9,,,,,,C
10,2:24,1,3,0,0,10
11,3:02,1,3,0,0,15
12,,,,,,R
13,1:57,1,5,0,0,17
14,,,,,,R
15,3:30,2,8,0,0,19
16,1:02,2,5,0,0,19
17,0:10,2,4,0,0,24
18,0:13,2,5,1,5,27
19,4:40,2,5,1,9,27
20,0:03,2,4,1,6,30
21,,,,,,C
22,0:26,1,3,1,4,20
23,,,,,,C
24,,,,,,R
25,0:39,1,2,1,4,17
26,5:56,2,8,1,4,28
27,0:04,1,6,1,3,23
28,0:10,1,7,1,7,21
29,3:33,0,0,1,9,26
30,,,,,,R
