date,time,ng,nf,sg,sf,remarks
1,3:03,2,17,2,14,
2,,,,,,R
3,,,,,,C
4,2:48,1,20,5,31,
5,4:50,1,15,4,25,
6,2:42,1,29,3,30,
7,,,,,,M
8,2:31,1,18,2,34,
9,2:10,1,7,3,30,
10,2:24,2,3,3,36,
11,1:29,2,8,3,31,
12,1:18,1,9,4,23,
13,2:53,1,10,4,18,
14,2:31,2,10,3,11,
15,3:33,3,14,3,12,
16,2:10,3,7,4,12,
17,3:29,1,2,1,2,
18,1:51,1,2,1,2,
19,3:58,1,2,1,3,
20,2:30,2,3,2,4,
21,3:30,2,8,2,5,
22,,,,,,R
23,2:20,1,27,3,11,
24,2:40,2,27,2,14,
25,3:50,1,46,2,16,
26,3:27,1,49,2,21,
27,3:15,1,33,4,22,
28,2:50,1,35,5,35,
