date,time,ng,nf,sg,sf,remarks
1,7:00,0,0,0,0,
2,10:20,0,0,0,0,
3,6:50,0,0,0,0,
4,12:30,0,0,0,0,
5,12:35,0,0,0,0,
6,,,,,,R
7,11:15,0,0,0,0,
8,,,,,,M
9,7:00,0,0,1,1,
10,6:55,0,0,0,0,
11,13:55,0,0,0,0,
12,,,,,,R
13,7:35,0,0,0,0,
14,6:35,0,0,0,0,
15,7:15,0,0,0,0,
16,6:55,0,0,0,0,
17,13:15,0,0,0,0,
18,,,,,,R
19,7:15,0,0,0,0,
20,12:35,0,0,0,0,
21,6:30,0,0,0,0,
22,,,,,,C
23,7:05,0,0,0,0,
24,6:35,0,0,0,0,
25,11:40,0,0,0,0,
26,,,,,,C
27,,,,,,R-S!!
28,6:25,0,0,0,0,
29,,,,,,M
30,15:30,0,0,0,0,
