date,time,ng,nf,sg,sf,remarks
1,2:50,1,6,7,33,
2,,,,,,M
3,,,,,,M
4,3:50,1,9,7,44,
5,5:20,1,7,5,26,
6,6:14,1,10,5,33,
7,5:10,2,17,3,16,
8,,,,,,C-R
9,,,,,,R-C
10,,,,,,R
11,3:00,2,9,1,2,
12,,,,,,M
13,,,,,,C
14,,,,,,R
15,5:00,3,22,1,4,
16,,,,,,R
17,,,,,,C
18,2:30,3,24,3,11,
19,,,,,,C
20,1:46,4,16,2,12,
21,3:12,3,19,2,15,
22,3:50,5,36,3,23,
23,2:20,4,27,3,15,
24,,,,,,C
25,,,,,,R-C
26,,,,,,C
27,4:10,3,13,2,5,
28,,,,,,C
29,5:20,1,5,3,7,
30,3:40,1,13,3,12,
31,6:22,1,7,3,18,
