date,time,ng,nf,sg,sf,remarks
1,8:50,2,11,1,4,
2,8:50,3,22,1,3,
3,8:50,2,18,1,6,
4,,,,,,S
5,,,,,,C
6,,,,,,S
7,,,,,,S
8,9:45,2,2,3,7,
9,13:20,1,1,4,7,
10,10:40,1,1,2,6,
11,,,,,,M
12,13:30,1,4,2,19,
13,9:00,2,6,2,24,
14,9:30,2,6,3,21,
15,12:00,2,16,4,10,
16,8:50,2,42,3,14,
17,12:20,2,51,2,3,
18,,,,,,C
19,,,,,,C
20,13:00,2,90,0,0,不確実
21,,,,,,M
22,,,,,,C
23,,,,,,S
24,15:40,2,42,1,5,
25,,,,,,M
26,9:45,3,17,1,6,
27,11:15,2,15,1,5,
28,,,,,,M
29,,,,,,C
30,12:30,1,2,2,3,
31,10:05,1,2,2,2,
