date,time,ng,nf,sg,sf,remarks
1,,,,,,M
2,,,,,,C-R
3,3:42,5,24,9,91,
4,4:47,5,20,7,105,
5,,,,,,M
6,3:10,3,20,4,47,
7,3:03,2,17,4,40,
8,,,,,,C
9,4:02,3,14,4,27,
10,4:50,3,32,2,8,
11,3:01,3,29,4,24,
12,2:34,5,32,5,46,
13,4:11,6,43,5,51,
14,3:42,4,28,5,37,
15,,,,,,C
16,2:55,2,14,6,46,
17,,,,,,C
18,,,,,,C
19,3:07,5,43,4,20,
20,,,,,,R
21,3:01,7,72,1,11,
22,2:50,8,64,2,18,
23,,,,,,R
24,1:18,4,49,3,14,
25,,,,,,R
26,3:30,4,17,6,22,
27,4:38,3,14,4,48,
28,,,,,,C
29,,,,,,R
30,5:36,5,33,5,50,
31,5:50,3,26,5,52,
