date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,,,,,,R
3,3:30,4,12,2,26,
4,2:53,4,15,2,26,
5,2:10,2,6,2,14,
6,2:29,2,12,2,17,
7,3:16,2,10,2,7,
8,2:29,2,7,2,3,
9,3:52,1,4,1,2,
10,2:10,1,2,1,3,
11,6:30,0,0,1,5,
12,,,,,,C
13,,,,,,C
14,2:30,1,3,1,10,
15,,,,,,C
16,,,,,,C
17,5:30,1,17,1,16,
18,,,,,,C-R
19,,,,,,C
20,,,,,,C
21,6:50,2,18,0,0,
22,2:10,2,13,0,0,
23,5:10,3,9,1,11,
24,2:50,2,17,1,7,
25,2:52,2,16,1,5,
26,2:54,2,11,0,0,
27,,,,,,C
28,2:27,0,0,1,3,
29,2:24,0,0,0,0,
30,2:39,2,15,0,0,
