date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,,,,,,M
3,5:05,1,18,6,33,
4,3:01,1,16,5,45,
5,2:40,2,16,4,38,
6,1:50,3,16,4,51,naked eye=1b
7,4:41,3,20,3,41,naked eye=1b
8,,,,,,C
9,,,,,,R
10,-44,5,53,3,28,naked eye=1b
11,3:40,7,63,5,29,naked eye=1b
12,,,,,,R
13,,,,,,M
14,1:55,7,38,5,35,naked eye=1c
15,,,,,,C
16,,,,,,C
17,4:57,5,24,5,29,
18,2:56,7,16,9,50,
19,3:20,4,14,7,44,
20,3:40,4,22,7,37,
21,,,,,,C
22,,,,,,M
23,3:27,4,29,5,28,
24,3:40,5,36,4,19,
25,2:35,4,44,5,24,
26,,,,,,M
27,,,,,,C
28,3:35,6,83,8,29,naked eye=1c
29,3:40,5,73,5,24,naked eye=1c
30,2:22,5,64,6,30,naked eye=1c
31,,,,,,C
