date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,3:20,7,58,3,14,
3,,,,,,M
4,1:50,6,37,3,36,
5,4:00,6,44,3,76,
6,,,,,,M
7,,,,,,M
8,4:39,6,33,5,76,
9,4:20,5,28,5,79,
10,4:28,4,20,5,87,
11,3:16,4,10,5,98,
12,,,,,,R
13,4:40,0,0,5,70,
14,2:10,2,11,6,89,
15,4:08,2,35,5,77,
16,3:01,2,21,4,70,
17,3:48,2,17,3,73,
18,4:50,2,12,3,51,
19,3:41,1,2,4,58,
20,2:21,2,7,4,62,
21,,,,,,M
22,,,,,,M
23,3:48,2,5,4,49,
24,1:24,2,3,4,50,
25,,,,,,C-R
26,4:03,2,3,2,13,
27,,,,,,C
28,3:49,4,20,4,30,
29,4:11,4,12,2,13,
30,3:50,4,14,3,24,
