date,time,ng,nf,sg,sf,remarks
1,3:10,3,9,3,17,
2,,,,,,C
3,6:55,4,13,2,12,
4,2:18,4,13,2,15,
5,2:16,4,25,3,15,
6,,,,,,C-R
7,3:00,5,29,3,7,
8,,,,,,M
9,3:23,4,50,3,7,
10,4:58,4,40,3,12,
11,,,,,,C
12,4:20,3,37,3,18,
13,2:56,3,35,2,15,
14,5:00,2,20,4,24,
15,3:24,1,3,4,23,
16,2:48,1,3,4,28,
17,,,,,,M
18,2:22,1,2,4,31,
19,2:33,0,0,4,23,
20,,,,,,C
21,,,,,,S-C
22,2:43,2,40,1,3,
23,,,,,,C
24,,,,,,R
25,3:02,4,31,2,10,
26,3:00,4,23,2,6,
27,2:50,3,19,3,18,
28,2:44,2,24,3,17,
29,4:11,2,26,4,30,
30,,,,,,R-C
