date,time,ng,nf,sg,sf,remarks
1,2:16,0,0,2,24,
2,3:52,0,0,2,25,
3,,,,,,C
4,2:46,1,4,2,11,
5,3:43,1,5,1,10,
6,3:21,1,5,1,3,
7,3:26,1,6,1,2,
8,,,,,,M
9,2:13,1,8,1,3,
10,,,,,,C
11,,,,,,C
12,2:41,1,3,2,16,
13,,,,,,C
14,3:21,0,0,3,26,
15,,,,,,M
16,1:06,3,9,4,35,
17,,,,,,C
18,,,,,,C
19,4:50,0,0,3,18,
20,2:41,1,2,2,23,
21,3:50,0,0,3,18,
22,,,,,,C-R
23,4:10,0,0,4,27,
24,-45,0,0,4,36,
25,,,,,,R-C
26,,,,,,R
27,3:41,1,2,2,19,
28,0:29,1,2,2,16,
29,3:50,3,10,2,9,
30,1:09,2,10,2,5,
