date,time,ng,nf,sg,sf,remarks
1,,,,,,R
2,,,,,,C
3,3:06,2,7,4,35,
4,,,,,,R
5,2:40,1,2,2,18,
6,,,,,,C
7,1:50,0,0,2,13,
8,2:27,1,4,2,15,
9,2:38,1,6,2,13,
10,4:40,2,12,3,21,
11,,,,,,R
12,,,,,,C
13,3:53,3,16,3,24,
14,5:30,4,14,6,18,
15,3:22,4,13,5,31,
16,,,,,,S
17,,,,,,C
18,3:40,3,7,4,72,
19,3:37,3,11,4,65,
20,,,,,,C-R
21,3:06,2,5,4,54,
22,3:30,3,6,3,36,
23,4:02,3,8,4,23,
24,4:28,2,4,5,17,
25,4:47,1,2,5,18,
26,2:43,2,4,3,12,
27,2:24,1,2,4,23,
28,2:37,2,3,4,16,
29,,,,,,S
30,3:50,2,4,3,17,
31,2:32,1,2,4,20,
