date,time,ng,nf,sg,sf,remarks
1,3:16,1,7,1,3,
2,1:46,1,8,1,5,
3,1:53,1,6,1,6,
4,3:30,1,7,1,5,
5,,,,,,C
6,2:40,1,4,1,1,
7,5:55,0,0,1,2,
8,2:44,1,1,1,4,
9,0:03,0,0,2,16,
10,-30,1,2,2,15,
11,2:43,3,8,3,25,
12,,,,,,C
13,1:25,3,33,4,34,
14,,,,,,M
15,3:30,3,13,5,49,
16,,,,,,M
17,2:30,2,17,5,44,
18,2:38,2,33,5,58,
19,2:10,3,46,3,55,
20,2:19,2,59,3,57,
21,1:28,2,83,3,42,
22,2:03,2,88,2,32,
23,2:12,2,99,2,24,
24,2:55,1,102,2,15,
25,3:51,1,92,1,4,
26,,,,,,M
27,2:05,2,61,1,4,
28,2:33,2,42,1,1,
29,,,,,,C
30,2:12,1,15,1,2,
31,4:04,1,11,1,3,
