date,time,ng,nf,sg,sf,remarks
1,,,,,,C
2,4:01,1,6,4,33,
3,,,,,,C
4,,,,,,C
5,,,,,,C
6,2:04,2,19,5,31,
7,2:39,2,9,6,38,
8,7:00,2,11,5,35,
9,2:19,3,20,5,40,
10,4:40,2,20,3,34,
11,3:55,2,17,6,38,
12,2:45,1,17,4,24,
13,2:35,1,8,4,32,
14,2:22,2,11,3,23,
15,,,,,,C
16,2:20,2,7,2,10,
17,2:30,4,11,3,15,
18,,,,,,C
19,4:40,3,6,2,4,
20,,,,,,C
21,3:04,2,4,3,16,
22,2:16,2,4,3,24,
23,2:40,3,7,3,24,
24,,,,,,C
25,,,,,,R-C
26,2:23,2,25,3,40,
27,2:31,2,25,3,43,
28,6:49,2,23,4,43,
29,2:49,2,28,5,40,
30,2:30,3,29,6,37,
